program,perform site,range,paragraphs,terminal/frontier statements,intrinsic continuation,ordinary continuation,contextual completion,explicit transfer,nested control,current producer facts,current lower rejection,cluster
samples/m2/unikix/UniKix_CardDemo_runtime_v1.zip!/migrated_app/cbl/CBTRN01C.cbl,statement:202@446,"{""performKind"": ""PROCEDURE"", ""from"": ""Z-DISPLAY-IO-STATUS"", ""through"": """", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",Z-DISPLAY-IO-STATUS,statement:215: EXIT,statement:215 -> None,statement:215 -> None,resume statement:203,,"{""IF"": 1}",STRUCTURAL_FACTS; entry=statement:96; completions=statement:215,,K1_ROOT_EXIT | K4_UNPUBLISHED_FRONTIER; SINGLE;EXIT;ONCE
samples/m2/unikix/UniKix_CardDemo_runtime_v1.zip!/migrated_app/cbl/CBTRN01C.cbl,statement:203@447,"{""performKind"": ""PROCEDURE"", ""from"": ""Z-ABEND-PROGRAM"", ""through"": """", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",Z-ABEND-PROGRAM,statement:57: CALL 'CEE3ABD',statement:57 -> statement:96,statement:57 -> statement:96,resume statement:204,,{},STRUCTURAL_FACTS; entry=statement:212; completions=statement:57,,K1_ROOT_EXIT | K4_UNPUBLISHED_FRONTIER; SINGLE;CALL;ONCE
samples/m2/unikix/UniKix_CardDemo_runtime_v1.zip!/migrated_app/cbl/CBTRN01C.cbl,statement:209@464,"{""performKind"": ""PROCEDURE"", ""from"": ""Z-DISPLAY-IO-STATUS"", ""through"": """", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",Z-DISPLAY-IO-STATUS,statement:215: EXIT,statement:215 -> None,statement:215 -> None,resume statement:210,,"{""IF"": 1}",STRUCTURAL_FACTS; entry=statement:96; completions=statement:215,,K1_ROOT_EXIT | K4_UNPUBLISHED_FRONTIER; SINGLE;EXIT;ONCE
samples/m2/unikix/UniKix_CardDemo_runtime_v1.zip!/migrated_app/cbl/CBTRN01C.cbl,statement:210@465,"{""performKind"": ""PROCEDURE"", ""from"": ""Z-ABEND-PROGRAM"", ""through"": """", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",Z-ABEND-PROGRAM,statement:57: CALL 'CEE3ABD',statement:57 -> statement:96,statement:57 -> statement:96,resume statement:211,,{},STRUCTURAL_FACTS; entry=statement:212; completions=statement:57,,K1_ROOT_EXIT | K4_UNPUBLISHED_FRONTIER; SINGLE;CALL;ONCE
samples/m2/unikix/UniKix_CardDemo_runtime_v1.zip!/migrated_app/cbl/CBTRN02C.cbl,statement:177@195,"{""performKind"": ""PROCEDURE"", ""from"": ""0000-DALYTRAN-OPEN"", ""through"": """", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",0000-DALYTRAN-OPEN,statement:205: EXIT,statement:205 -> statement:7,statement:205 -> statement:7,resume statement:178,,"{""IF"": 2, ""PERFORM_PROCEDURE"": 2}",STRUCTURAL_FACTS; entry=statement:3; completions=statement:205,statement:205: normal completion cannot override explicit control | statement:205: intrinsic normal edge stays in paragraph,K1_ROOT_EXIT | K3_COMPOSED_FRONTIER; SINGLE;EXIT;ONCE
samples/m2/unikix/UniKix_CardDemo_runtime_v1.zip!/migrated_app/cbl/CBTRN02C.cbl,statement:178@196,"{""performKind"": ""PROCEDURE"", ""from"": ""0100-TRANFILE-OPEN"", ""through"": """", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",0100-TRANFILE-OPEN,statement:211: EXIT,statement:211 -> statement:11,statement:211 -> statement:11,resume statement:179,,"{""IF"": 2, ""PERFORM_PROCEDURE"": 2}",STRUCTURAL_FACTS; entry=statement:7; completions=statement:211,statement:211: normal completion cannot override explicit control | statement:211: intrinsic normal edge stays in paragraph,K1_ROOT_EXIT | K3_COMPOSED_FRONTIER; SINGLE;EXIT;ONCE
samples/m2/unikix/UniKix_CardDemo_runtime_v1.zip!/migrated_app/cbl/CBTRN02C.cbl,statement:179@197,"{""performKind"": ""PROCEDURE"", ""from"": ""0200-XREFFILE-OPEN"", ""through"": """", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",0200-XREFFILE-OPEN,statement:217: EXIT,statement:217 -> statement:15,statement:217 -> statement:15,resume statement:180,,"{""IF"": 2, ""PERFORM_PROCEDURE"": 2}",STRUCTURAL_FACTS; entry=statement:11; completions=statement:217,statement:217: normal completion cannot override explicit control | statement:217: intrinsic normal edge stays in paragraph,K1_ROOT_EXIT | K3_COMPOSED_FRONTIER; SINGLE;EXIT;ONCE
samples/m2/unikix/UniKix_CardDemo_runtime_v1.zip!/migrated_app/cbl/CBTRN02C.cbl,statement:180@198,"{""performKind"": ""PROCEDURE"", ""from"": ""0300-DALYREJS-OPEN"", ""through"": """", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",0300-DALYREJS-OPEN,statement:223: EXIT,statement:223 -> statement:19,statement:223 -> statement:19,resume statement:181,,"{""IF"": 2, ""PERFORM_PROCEDURE"": 2}",STRUCTURAL_FACTS; entry=statement:15; completions=statement:223,statement:223: normal completion cannot override explicit control | statement:223: intrinsic normal edge stays in paragraph,K1_ROOT_EXIT | K3_COMPOSED_FRONTIER; SINGLE;EXIT;ONCE
samples/m2/unikix/UniKix_CardDemo_runtime_v1.zip!/migrated_app/cbl/CBTRN02C.cbl,statement:181@199,"{""performKind"": ""PROCEDURE"", ""from"": ""0400-ACCTFILE-OPEN"", ""through"": """", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",0400-ACCTFILE-OPEN,statement:229: EXIT,statement:229 -> statement:23,statement:229 -> statement:23,resume statement:182,,"{""IF"": 2, ""PERFORM_PROCEDURE"": 2}",STRUCTURAL_FACTS; entry=statement:19; completions=statement:229,statement:229: normal completion cannot override explicit control | statement:229: intrinsic normal edge stays in paragraph,K1_ROOT_EXIT | K3_COMPOSED_FRONTIER; SINGLE;EXIT;ONCE
samples/m2/unikix/UniKix_CardDemo_runtime_v1.zip!/migrated_app/cbl/CBTRN02C.cbl,statement:182@200,"{""performKind"": ""PROCEDURE"", ""from"": ""0500-TCATBALF-OPEN"", ""through"": """", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",0500-TCATBALF-OPEN,statement:235: EXIT,statement:235 -> statement:236,statement:235 -> statement:236,resume statement:183,,"{""IF"": 2, ""PERFORM_PROCEDURE"": 2}",STRUCTURAL_FACTS; entry=statement:23; completions=statement:235,statement:235: normal completion cannot override explicit control | statement:235: intrinsic normal edge stays in paragraph,K1_ROOT_EXIT | K3_COMPOSED_FRONTIER; SINGLE;EXIT;ONCE
samples/m2/unikix/UniKix_CardDemo_runtime_v1.zip!/migrated_app/cbl/CBTRN02C.cbl,statement:184@204,"{""performKind"": ""PROCEDURE"", ""from"": ""1000-DALYTRAN-GET-NEXT"", ""through"": """", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",1000-DALYTRAN-GET-NEXT,statement:241: EXIT,statement:241 -> statement:242,statement:241 -> statement:242,resume None,,"{""IF"": 4, ""PERFORM_PROCEDURE"": 2}",STRUCTURAL_FACTS; entry=statement:236; completions=statement:241,statement:241: normal completion cannot override explicit control | statement:241: intrinsic normal edge stays in paragraph,K1_ROOT_EXIT | K3_COMPOSED_FRONTIER; SINGLE;EXIT;ONCE
samples/m2/unikix/UniKix_CardDemo_runtime_v1.zip!/migrated_app/cbl/CBTRN02C.cbl,statement:186@210,"{""performKind"": ""PROCEDURE"", ""from"": ""1500-VALIDATE-TRAN"", ""through"": """", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",1500-VALIDATE-TRAN,statement:245: EXIT,statement:245 -> statement:32,statement:245 -> statement:32,resume None,,"{""PERFORM_PROCEDURE"": 2, ""IF"": 1}",STRUCTURAL_FACTS; entry=statement:242; completions=statement:245,statement:245: normal completion cannot override explicit control | statement:245: intrinsic normal edge stays in paragraph,K1_ROOT_EXIT | K3_COMPOSED_FRONTIER; SINGLE;EXIT;ONCE
samples/m2/unikix/UniKix_CardDemo_runtime_v1.zip!/migrated_app/cbl/CBTRN02C.cbl,statement:187@212,"{""performKind"": ""PROCEDURE"", ""from"": ""2000-POST-TRANSACTION"", ""through"": """", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",2000-POST-TRANSACTION,statement:258: EXIT,statement:258 -> statement:55,statement:258 -> statement:55,resume None,,"{""PERFORM_PROCEDURE"": 4}",STRUCTURAL_FACTS; entry=statement:42; completions=statement:258,statement:258: normal completion cannot override explicit control | statement:258: intrinsic normal edge stays in paragraph,K1_ROOT_EXIT | K3_COMPOSED_FRONTIER; SINGLE;EXIT;ONCE
samples/m2/unikix/UniKix_CardDemo_runtime_v1.zip!/migrated_app/cbl/CBTRN02C.cbl,statement:189@215,"{""performKind"": ""PROCEDURE"", ""from"": ""2500-WRITE-REJECT-REC"", ""through"": """", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",2500-WRITE-REJECT-REC,statement:264: EXIT,statement:264 -> statement:61,statement:264 -> statement:61,resume None,,"{""IF"": 2, ""PERFORM_PROCEDURE"": 2}",STRUCTURAL_FACTS; entry=statement:55; completions=statement:264,statement:264: normal completion cannot override explicit control | statement:264: intrinsic normal edge stays in paragraph,K1_ROOT_EXIT | K3_COMPOSED_FRONTIER; SINGLE;EXIT;ONCE
samples/m2/unikix/UniKix_CardDemo_runtime_v1.zip!/migrated_app/cbl/CBTRN02C.cbl,statement:190@221,"{""performKind"": ""PROCEDURE"", ""from"": ""9000-DALYTRAN-CLOSE"", ""through"": """", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",9000-DALYTRAN-CLOSE,statement:303: EXIT,statement:303 -> statement:88,statement:303 -> statement:88,resume statement:191,,"{""IF"": 2, ""PERFORM_PROCEDURE"": 2}",STRUCTURAL_FACTS; entry=statement:84; completions=statement:303,statement:303: normal completion cannot override explicit control | statement:303: intrinsic normal edge stays in paragraph,K1_ROOT_EXIT | K3_COMPOSED_FRONTIER; SINGLE;EXIT;ONCE
samples/m2/unikix/UniKix_CardDemo_runtime_v1.zip!/migrated_app/cbl/CBTRN02C.cbl,statement:191@222,"{""performKind"": ""PROCEDURE"", ""from"": ""9100-TRANFILE-CLOSE"", ""through"": """", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",9100-TRANFILE-CLOSE,statement:309: EXIT,statement:309 -> statement:92,statement:309 -> statement:92,resume statement:192,,"{""IF"": 2, ""PERFORM_PROCEDURE"": 2}",STRUCTURAL_FACTS; entry=statement:88; completions=statement:309,statement:309: normal completion cannot override explicit control | statement:309: intrinsic normal edge stays in paragraph,K1_ROOT_EXIT | K3_COMPOSED_FRONTIER; SINGLE;EXIT;ONCE
samples/m2/unikix/UniKix_CardDemo_runtime_v1.zip!/migrated_app/cbl/CBTRN02C.cbl,statement:192@223,"{""performKind"": ""PROCEDURE"", ""from"": ""9200-XREFFILE-CLOSE"", ""through"": """", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",9200-XREFFILE-CLOSE,statement:315: EXIT,statement:315 -> statement:96,statement:315 -> statement:96,resume statement:193,,"{""IF"": 2, ""PERFORM_PROCEDURE"": 2}",STRUCTURAL_FACTS; entry=statement:92; completions=statement:315,statement:315: normal completion cannot override explicit control | statement:315: intrinsic normal edge stays in paragraph,K1_ROOT_EXIT | K3_COMPOSED_FRONTIER; SINGLE;EXIT;ONCE
samples/m2/unikix/UniKix_CardDemo_runtime_v1.zip!/migrated_app/cbl/CBTRN02C.cbl,statement:193@224,"{""performKind"": ""PROCEDURE"", ""from"": ""9300-DALYREJS-CLOSE"", ""through"": """", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",9300-DALYREJS-CLOSE,statement:321: EXIT,statement:321 -> statement:100,statement:321 -> statement:100,resume statement:194,,"{""IF"": 2, ""PERFORM_PROCEDURE"": 2}",STRUCTURAL_FACTS; entry=statement:96; completions=statement:321,statement:321: normal completion cannot override explicit control | statement:321: intrinsic normal edge stays in paragraph,K1_ROOT_EXIT | K3_COMPOSED_FRONTIER; SINGLE;EXIT;ONCE
samples/m2/unikix/UniKix_CardDemo_runtime_v1.zip!/migrated_app/cbl/CBTRN02C.cbl,statement:194@225,"{""performKind"": ""PROCEDURE"", ""from"": ""9400-ACCTFILE-CLOSE"", ""through"": """", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",9400-ACCTFILE-CLOSE,statement:327: EXIT,statement:327 -> statement:104,statement:327 -> statement:104,resume statement:195,,"{""IF"": 2, ""PERFORM_PROCEDURE"": 2}",STRUCTURAL_FACTS; entry=statement:100; completions=statement:327,statement:327: normal completion cannot override explicit control | statement:327: intrinsic normal edge stays in paragraph,K1_ROOT_EXIT | K3_COMPOSED_FRONTIER; SINGLE;EXIT;ONCE
samples/m2/unikix/UniKix_CardDemo_runtime_v1.zip!/migrated_app/cbl/CBTRN02C.cbl,statement:195@226,"{""performKind"": ""PROCEDURE"", ""from"": ""9500-TCATBALF-CLOSE"", ""through"": """", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",9500-TCATBALF-CLOSE,statement:333: EXIT,statement:333 -> statement:108,statement:333 -> statement:108,resume statement:196,,"{""IF"": 2, ""PERFORM_PROCEDURE"": 2}",STRUCTURAL_FACTS; entry=statement:104; completions=statement:333,statement:333: normal completion cannot override explicit control | statement:333: intrinsic normal edge stays in paragraph,K1_ROOT_EXIT | K3_COMPOSED_FRONTIER; SINGLE;EXIT;ONCE
samples/m2/unikix/UniKix_CardDemo_runtime_v1.zip!/migrated_app/cbl/CBTRN02C.cbl,statement:203@249,"{""performKind"": ""PROCEDURE"", ""from"": ""9910-DISPLAY-IO-STATUS"", ""through"": """", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",9910-DISPLAY-IO-STATUS,statement:338: EXIT,statement:338 -> None,statement:338 -> None,resume statement:204,,"{""IF"": 1}",STRUCTURAL_FACTS; entry=statement:175; completions=statement:338,,K1_ROOT_EXIT | K3_COMPOSED_FRONTIER; SINGLE;EXIT;ONCE
samples/m2/unikix/UniKix_CardDemo_runtime_v1.zip!/migrated_app/cbl/CBTRN02C.cbl,statement:204@250,"{""performKind"": ""PROCEDURE"", ""from"": ""9999-ABEND-PROGRAM"", ""through"": """", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",9999-ABEND-PROGRAM,statement:121: CALL 'CEE3ABD',statement:121 -> statement:175,statement:121 -> statement:175,resume statement:205,,{},STRUCTURAL_FACTS; entry=statement:335; completions=statement:121,,K1_ROOT_EXIT | K3_COMPOSED_FRONTIER; SINGLE;CALL;ONCE
samples/m2/unikix/UniKix_CardDemo_runtime_v1.zip!/migrated_app/cbl/CBTRN02C.cbl,statement:209@267,"{""performKind"": ""PROCEDURE"", ""from"": ""9910-DISPLAY-IO-STATUS"", ""through"": """", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",9910-DISPLAY-IO-STATUS,statement:338: EXIT,statement:338 -> None,statement:338 -> None,resume statement:210,,"{""IF"": 1}",STRUCTURAL_FACTS; entry=statement:175; completions=statement:338,,K1_ROOT_EXIT | K3_COMPOSED_FRONTIER; SINGLE;EXIT;ONCE
samples/m2/unikix/UniKix_CardDemo_runtime_v1.zip!/migrated_app/cbl/CBTRN02C.cbl,statement:210@268,"{""performKind"": ""PROCEDURE"", ""from"": ""9999-ABEND-PROGRAM"", ""through"": """", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",9999-ABEND-PROGRAM,statement:121: CALL 'CEE3ABD',statement:121 -> statement:175,statement:121 -> statement:175,resume statement:211,,{},STRUCTURAL_FACTS; entry=statement:335; completions=statement:121,,K1_ROOT_EXIT | K3_COMPOSED_FRONTIER; SINGLE;CALL;ONCE
samples/m2/unikix/UniKix_CardDemo_runtime_v1.zip!/migrated_app/cbl/CBTRN02C.cbl,statement:215@286,"{""performKind"": ""PROCEDURE"", ""from"": ""9910-DISPLAY-IO-STATUS"", ""through"": """", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",9910-DISPLAY-IO-STATUS,statement:338: EXIT,statement:338 -> None,statement:338 -> None,resume statement:216,,"{""IF"": 1}",STRUCTURAL_FACTS; entry=statement:175; completions=statement:338,,K1_ROOT_EXIT | K3_COMPOSED_FRONTIER; SINGLE;EXIT;ONCE
samples/m2/unikix/UniKix_CardDemo_runtime_v1.zip!/migrated_app/cbl/CBTRN02C.cbl,statement:216@287,"{""performKind"": ""PROCEDURE"", ""from"": ""9999-ABEND-PROGRAM"", ""through"": """", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",9999-ABEND-PROGRAM,statement:121: CALL 'CEE3ABD',statement:121 -> statement:175,statement:121 -> statement:175,resume statement:217,,{},STRUCTURAL_FACTS; entry=statement:335; completions=statement:121,,K1_ROOT_EXIT | K3_COMPOSED_FRONTIER; SINGLE;CALL;ONCE
samples/m2/unikix/UniKix_CardDemo_runtime_v1.zip!/migrated_app/cbl/CBTRN02C.cbl,statement:221@304,"{""performKind"": ""PROCEDURE"", ""from"": ""9910-DISPLAY-IO-STATUS"", ""through"": """", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",9910-DISPLAY-IO-STATUS,statement:338: EXIT,statement:338 -> None,statement:338 -> None,resume statement:222,,"{""IF"": 1}",STRUCTURAL_FACTS; entry=statement:175; completions=statement:338,,K1_ROOT_EXIT | K3_COMPOSED_FRONTIER; SINGLE;EXIT;ONCE
samples/m2/unikix/UniKix_CardDemo_runtime_v1.zip!/migrated_app/cbl/CBTRN02C.cbl,statement:222@305,"{""performKind"": ""PROCEDURE"", ""from"": ""9999-ABEND-PROGRAM"", ""through"": """", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",9999-ABEND-PROGRAM,statement:121: CALL 'CEE3ABD',statement:121 -> statement:175,statement:121 -> statement:175,resume statement:223,,{},STRUCTURAL_FACTS; entry=statement:335; completions=statement:121,,K1_ROOT_EXIT | K3_COMPOSED_FRONTIER; SINGLE;CALL;ONCE
samples/m2/unikix/UniKix_CardDemo_runtime_v1.zip!/migrated_app/cbl/CBTRN02C.cbl,statement:227@322,"{""performKind"": ""PROCEDURE"", ""from"": ""9910-DISPLAY-IO-STATUS"", ""through"": """", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",9910-DISPLAY-IO-STATUS,statement:338: EXIT,statement:338 -> None,statement:338 -> None,resume statement:228,,"{""IF"": 1}",STRUCTURAL_FACTS; entry=statement:175; completions=statement:338,,K1_ROOT_EXIT | K3_COMPOSED_FRONTIER; SINGLE;EXIT;ONCE
