program,perform site,range,paragraphs,terminal/frontier statements,intrinsic continuation,ordinary continuation,contextual completion,explicit transfer,nested control,current producer facts,current lower rejection,cluster
app/cbl/CBACT01C.cbl,statement:94@149,"{""performKind"": ""PROCEDURE"", ""from"": ""1000-ACCTFILE-GET-NEXT"", ""through"": """", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",1000-ACCTFILE-GET-NEXT,statement:114: EXIT,statement:114 -> statement:115,statement:114 -> statement:115,resume None,,"{""IF"": 4, ""PERFORM_PROCEDURE"": 10}",STRUCTURAL_FACTS; entry=statement:99; completions=statement:114,statement:114: normal completion cannot override explicit control | statement:114: intrinsic normal edge stays in paragraph,K1_ROOT_EXIT; SINGLE;EXIT;ONCE
app/cbl/CBACT01C.cbl,statement:96@156,"{""performKind"": ""PROCEDURE"", ""from"": ""9000-ACCTFILE-CLOSE"", ""through"": """", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",9000-ACCTFILE-CLOSE,statement:185: EXIT,statement:185 -> statement:186,statement:185 -> statement:186,resume statement:97,,"{""IF"": 2, ""PERFORM_PROCEDURE"": 2}",STRUCTURAL_FACTS; entry=statement:177; completions=statement:185,statement:185: normal completion cannot override explicit control | statement:185: intrinsic normal edge stays in paragraph,K1_ROOT_EXIT; SINGLE;EXIT;ONCE
app/cbl/CBACT01C.cbl,statement:101@170,"{""performKind"": ""PROCEDURE"", ""from"": ""1100-DISPLAY-ACCT-RECORD"", ""through"": """", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",1100-DISPLAY-ACCT-RECORD,statement:127: EXIT,statement:127 -> statement:5,statement:127 -> statement:5,resume statement:102,,{},STRUCTURAL_FACTS; entry=statement:115; completions=statement:127,statement:127: normal completion cannot override explicit control | statement:127: intrinsic normal edge stays in paragraph,K1_ROOT_EXIT; SINGLE;EXIT;ONCE
app/cbl/CBACT01C.cbl,statement:102@171,"{""performKind"": ""PROCEDURE"", ""from"": ""1300-POPUL-ACCT-RECORD"", ""through"": """", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",1300-POPUL-ACCT-RECORD,statement:128: EXIT,statement:128 -> statement:129,statement:128 -> statement:129,resume statement:103,,"{""IF"": 1}",STRUCTURAL_FACTS; entry=statement:5; completions=statement:128,statement:128: normal completion cannot override explicit control | statement:128: intrinsic normal edge stays in paragraph,K1_ROOT_EXIT; SINGLE;EXIT;ONCE
app/cbl/CBACT01C.cbl,statement:103@172,"{""performKind"": ""PROCEDURE"", ""from"": ""1350-WRITE-ACCT-RECORD"", ""through"": """", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",1350-WRITE-ACCT-RECORD,statement:133: EXIT,statement:133 -> statement:21,statement:133 -> statement:21,resume statement:104,,"{""IF"": 1, ""PERFORM_PROCEDURE"": 2}",STRUCTURAL_FACTS; entry=statement:129; completions=statement:133,statement:133: normal completion cannot override explicit control | statement:133: intrinsic normal edge stays in paragraph,K1_ROOT_EXIT; SINGLE;EXIT;ONCE
app/cbl/CBACT01C.cbl,statement:104@173,"{""performKind"": ""PROCEDURE"", ""from"": ""1400-POPUL-ARRAY-RECORD"", ""through"": """", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",1400-POPUL-ARRAY-RECORD,statement:134: EXIT,statement:134 -> statement:135,statement:134 -> statement:135,resume statement:105,,{},STRUCTURAL_FACTS; entry=statement:21; completions=statement:134,statement:134: normal completion cannot override explicit control | statement:134: intrinsic normal edge stays in paragraph,K1_ROOT_EXIT; SINGLE;EXIT;ONCE
app/cbl/CBACT01C.cbl,statement:105@174,"{""performKind"": ""PROCEDURE"", ""from"": ""1450-WRITE-ARRY-RECORD"", ""through"": """", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",1450-WRITE-ARRY-RECORD,statement:139: EXIT,statement:139 -> statement:29,statement:139 -> statement:29,resume statement:106,,"{""IF"": 1, ""PERFORM_PROCEDURE"": 2}",STRUCTURAL_FACTS; entry=statement:135; completions=statement:139,statement:139: normal completion cannot override explicit control | statement:139: intrinsic normal edge stays in paragraph,K1_ROOT_EXIT; SINGLE;EXIT;ONCE
app/cbl/CBACT01C.cbl,statement:107@176,"{""performKind"": ""PROCEDURE"", ""from"": ""1500-POPUL-VBRC-RECORD"", ""through"": """", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",1500-POPUL-VBRC-RECORD,statement:142: EXIT,statement:142 -> statement:34,statement:142 -> statement:34,resume statement:108,,{},STRUCTURAL_FACTS; entry=statement:29; completions=statement:142,statement:142: normal completion cannot override explicit control | statement:142: intrinsic normal edge stays in paragraph,K1_ROOT_EXIT; SINGLE;EXIT;ONCE
app/cbl/CBACT01C.cbl,statement:108@177,"{""performKind"": ""PROCEDURE"", ""from"": ""1550-WRITE-VB1-RECORD"", ""through"": """", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",1550-WRITE-VB1-RECORD,statement:147: EXIT,statement:147 -> statement:37,statement:147 -> statement:37,resume statement:109,,"{""IF"": 1, ""PERFORM_PROCEDURE"": 2}",STRUCTURAL_FACTS; entry=statement:34; completions=statement:147,statement:147: normal completion cannot override explicit control | statement:147: intrinsic normal edge stays in paragraph,K1_ROOT_EXIT; SINGLE;EXIT;ONCE
app/cbl/CBACT01C.cbl,statement:109@178,"{""performKind"": ""PROCEDURE"", ""from"": ""1575-WRITE-VB2-RECORD"", ""through"": """", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",1575-WRITE-VB2-RECORD,statement:152: EXIT,statement:152 -> statement:40,statement:152 -> statement:40,resume statement:70,,"{""IF"": 1, ""PERFORM_PROCEDURE"": 2}",STRUCTURAL_FACTS; entry=statement:37; completions=statement:152,statement:152: normal completion cannot override explicit control | statement:152: intrinsic normal edge stays in paragraph,K1_ROOT_EXIT; SINGLE;EXIT;ONCE
app/cbl/CBACT01C.cbl,statement:112@194,"{""performKind"": ""PROCEDURE"", ""from"": ""9910-DISPLAY-IO-STATUS"", ""through"": """", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",9910-DISPLAY-IO-STATUS,statement:189: EXIT,statement:189 -> None,statement:189 -> None,resume statement:113,,"{""IF"": 1}",STRUCTURAL_FACTS; entry=statement:87; completions=statement:189,,K1_ROOT_EXIT; SINGLE;EXIT;ONCE
app/cbl/CBACT01C.cbl,statement:113@195,"{""performKind"": ""PROCEDURE"", ""from"": ""9999-ABEND-PROGRAM"", ""through"": """", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",9999-ABEND-PROGRAM,"statement:59: CALL 'CEE3ABD' USING ABCODE, TIMING",statement:59 -> statement:87,statement:59 -> statement:87,resume statement:114,,{},STRUCTURAL_FACTS; entry=statement:186; completions=statement:59,,K1_ROOT_EXIT; SINGLE;CALL;ONCE
app/cbl/CBACT01C.cbl,statement:131@248,"{""performKind"": ""PROCEDURE"", ""from"": ""9910-DISPLAY-IO-STATUS"", ""through"": """", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",9910-DISPLAY-IO-STATUS,statement:189: EXIT,statement:189 -> None,statement:189 -> None,resume statement:132,,"{""IF"": 1}",STRUCTURAL_FACTS; entry=statement:87; completions=statement:189,,K1_ROOT_EXIT; SINGLE;EXIT;ONCE
app/cbl/CBACT01C.cbl,statement:132@249,"{""performKind"": ""PROCEDURE"", ""from"": ""9999-ABEND-PROGRAM"", ""through"": """", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",9999-ABEND-PROGRAM,"statement:59: CALL 'CEE3ABD' USING ABCODE, TIMING",statement:59 -> statement:87,statement:59 -> statement:87,resume statement:133,,{},STRUCTURAL_FACTS; entry=statement:186; completions=statement:59,,K1_ROOT_EXIT; SINGLE;CALL;ONCE
app/cbl/CBACT01C.cbl,statement:137@271,"{""performKind"": ""PROCEDURE"", ""from"": ""9910-DISPLAY-IO-STATUS"", ""through"": """", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",9910-DISPLAY-IO-STATUS,statement:189: EXIT,statement:189 -> None,statement:189 -> None,resume statement:138,,"{""IF"": 1}",STRUCTURAL_FACTS; entry=statement:87; completions=statement:189,,K1_ROOT_EXIT; SINGLE;EXIT;ONCE
app/cbl/CBACT01C.cbl,statement:138@272,"{""performKind"": ""PROCEDURE"", ""from"": ""9999-ABEND-PROGRAM"", ""through"": """", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",9999-ABEND-PROGRAM,"statement:59: CALL 'CEE3ABD' USING ABCODE, TIMING",statement:59 -> statement:87,statement:59 -> statement:87,resume statement:139,,{},STRUCTURAL_FACTS; entry=statement:186; completions=statement:59,,K1_ROOT_EXIT; SINGLE;CALL;ONCE
app/cbl/CBACT01C.cbl,statement:145@297,"{""performKind"": ""PROCEDURE"", ""from"": ""9910-DISPLAY-IO-STATUS"", ""through"": """", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",9910-DISPLAY-IO-STATUS,statement:189: EXIT,statement:189 -> None,statement:189 -> None,resume statement:146,,"{""IF"": 1}",STRUCTURAL_FACTS; entry=statement:87; completions=statement:189,,K1_ROOT_EXIT; SINGLE;EXIT;ONCE
app/cbl/CBACT01C.cbl,statement:146@298,"{""performKind"": ""PROCEDURE"", ""from"": ""9999-ABEND-PROGRAM"", ""through"": """", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",9999-ABEND-PROGRAM,"statement:59: CALL 'CEE3ABD' USING ABCODE, TIMING",statement:59 -> statement:87,statement:59 -> statement:87,resume statement:147,,{},STRUCTURAL_FACTS; entry=statement:186; completions=statement:59,,K1_ROOT_EXIT; SINGLE;CALL;ONCE
app/cbl/CBACT01C.cbl,statement:150@312,"{""performKind"": ""PROCEDURE"", ""from"": ""9910-DISPLAY-IO-STATUS"", ""through"": """", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",9910-DISPLAY-IO-STATUS,statement:189: EXIT,statement:189 -> None,statement:189 -> None,resume statement:151,,"{""IF"": 1}",STRUCTURAL_FACTS; entry=statement:87; completions=statement:189,,K1_ROOT_EXIT; SINGLE;EXIT;ONCE
app/cbl/CBACT01C.cbl,statement:151@313,"{""performKind"": ""PROCEDURE"", ""from"": ""9999-ABEND-PROGRAM"", ""through"": """", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",9999-ABEND-PROGRAM,"statement:59: CALL 'CEE3ABD' USING ABCODE, TIMING",statement:59 -> statement:87,statement:59 -> statement:87,resume statement:152,,{},STRUCTURAL_FACTS; entry=statement:186; completions=statement:59,,K1_ROOT_EXIT; SINGLE;CALL;ONCE
app/cbl/CBACT01C.cbl,statement:156@330,"{""performKind"": ""PROCEDURE"", ""from"": ""9910-DISPLAY-IO-STATUS"", ""through"": """", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",9910-DISPLAY-IO-STATUS,statement:189: EXIT,statement:189 -> None,statement:189 -> None,resume statement:157,,"{""IF"": 1}",STRUCTURAL_FACTS; entry=statement:87; completions=statement:189,,K1_ROOT_EXIT; SINGLE;EXIT;ONCE
app/cbl/CBACT01C.cbl,statement:157@331,"{""performKind"": ""PROCEDURE"", ""from"": ""9999-ABEND-PROGRAM"", ""through"": """", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",9999-ABEND-PROGRAM,"statement:59: CALL 'CEE3ABD' USING ABCODE, TIMING",statement:59 -> statement:87,statement:59 -> statement:87,resume statement:158,,{},STRUCTURAL_FACTS; entry=statement:186; completions=statement:59,,K1_ROOT_EXIT; SINGLE;CALL;ONCE
app/cbl/CBACT01C.cbl,statement:162@347,"{""performKind"": ""PROCEDURE"", ""from"": ""9910-DISPLAY-IO-STATUS"", ""through"": """", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",9910-DISPLAY-IO-STATUS,statement:189: EXIT,statement:189 -> None,statement:189 -> None,resume statement:163,,"{""IF"": 1}",STRUCTURAL_FACTS; entry=statement:87; completions=statement:189,,K1_ROOT_EXIT; SINGLE;EXIT;ONCE
app/cbl/CBACT01C.cbl,statement:163@348,"{""performKind"": ""PROCEDURE"", ""from"": ""9999-ABEND-PROGRAM"", ""through"": """", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",9999-ABEND-PROGRAM,"statement:59: CALL 'CEE3ABD' USING ABCODE, TIMING",statement:59 -> statement:87,statement:59 -> statement:87,resume statement:164,,{},STRUCTURAL_FACTS; entry=statement:186; completions=statement:59,,K1_ROOT_EXIT; SINGLE;CALL;ONCE
app/cbl/CBACT01C.cbl,statement:168@365,"{""performKind"": ""PROCEDURE"", ""from"": ""9910-DISPLAY-IO-STATUS"", ""through"": """", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",9910-DISPLAY-IO-STATUS,statement:189: EXIT,statement:189 -> None,statement:189 -> None,resume statement:169,,"{""IF"": 1}",STRUCTURAL_FACTS; entry=statement:87; completions=statement:189,,K1_ROOT_EXIT; SINGLE;EXIT;ONCE
app/cbl/CBACT01C.cbl,statement:169@366,"{""performKind"": ""PROCEDURE"", ""from"": ""9999-ABEND-PROGRAM"", ""through"": """", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",9999-ABEND-PROGRAM,"statement:59: CALL 'CEE3ABD' USING ABCODE, TIMING",statement:59 -> statement:87,statement:59 -> statement:87,resume statement:170,,{},STRUCTURAL_FACTS; entry=statement:186; completions=statement:59,,K1_ROOT_EXIT; SINGLE;CALL;ONCE
app/cbl/CBACT01C.cbl,statement:174@383,"{""performKind"": ""PROCEDURE"", ""from"": ""9910-DISPLAY-IO-STATUS"", ""through"": """", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",9910-DISPLAY-IO-STATUS,statement:189: EXIT,statement:189 -> None,statement:189 -> None,resume statement:175,,"{""IF"": 1}",STRUCTURAL_FACTS; entry=statement:87; completions=statement:189,,K1_ROOT_EXIT; SINGLE;EXIT;ONCE
app/cbl/CBACT01C.cbl,statement:175@384,"{""performKind"": ""PROCEDURE"", ""from"": ""9999-ABEND-PROGRAM"", ""through"": """", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",9999-ABEND-PROGRAM,"statement:59: CALL 'CEE3ABD' USING ABCODE, TIMING",statement:59 -> statement:87,statement:59 -> statement:87,resume statement:176,,{},STRUCTURAL_FACTS; entry=statement:186; completions=statement:59,,K1_ROOT_EXIT; SINGLE;CALL;ONCE
app/cbl/CBACT01C.cbl,statement:183@401,"{""performKind"": ""PROCEDURE"", ""from"": ""9910-DISPLAY-IO-STATUS"", ""through"": """", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",9910-DISPLAY-IO-STATUS,statement:189: EXIT,statement:189 -> None,statement:189 -> None,resume statement:184,,"{""IF"": 1}",STRUCTURAL_FACTS; entry=statement:87; completions=statement:189,,K1_ROOT_EXIT; SINGLE;EXIT;ONCE
app/cbl/CBACT01C.cbl,statement:184@402,"{""performKind"": ""PROCEDURE"", ""from"": ""9999-ABEND-PROGRAM"", ""through"": """", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",9999-ABEND-PROGRAM,"statement:59: CALL 'CEE3ABD' USING ABCODE, TIMING",statement:59 -> statement:87,statement:59 -> statement:87,resume statement:185,,{},STRUCTURAL_FACTS; entry=statement:186; completions=statement:59,,K1_ROOT_EXIT; SINGLE;CALL;ONCE
app/cbl/CBACT02C.cbl,statement:31@72,"{""performKind"": ""PROCEDURE"", ""from"": ""0000-CARDFILE-OPEN"", ""through"": """", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",0000-CARDFILE-OPEN,statement:49: EXIT,statement:49 -> statement:50,statement:49 -> statement:50,resume statement:32,,"{""IF"": 2, ""PERFORM_PROCEDURE"": 2}",STRUCTURAL_FACTS; entry=statement:5; completions=statement:49,statement:49: normal completion cannot override explicit control | statement:49: intrinsic normal edge stays in paragraph,K1_ROOT_EXIT; SINGLE;EXIT;ONCE
app/cbl/CBACT02C.cbl,statement:33@76,"{""performKind"": ""PROCEDURE"", ""from"": ""1000-CARDFILE-GET-NEXT"", ""through"": """", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",1000-CARDFILE-GET-NEXT,statement:43: EXIT,statement:43 -> statement:5,statement:43 -> statement:5,resume None,,"{""IF"": 4, ""PERFORM_PROCEDURE"": 2}",STRUCTURAL_FACTS; entry=statement:38; completions=statement:43,statement:43: normal completion cannot override explicit control | statement:43: intrinsic normal edge stays in paragraph,K1_ROOT_EXIT; SINGLE;EXIT;ONCE
app/cbl/CBACT02C.cbl,statement:35@83,"{""performKind"": ""PROCEDURE"", ""from"": ""9000-CARDFILE-CLOSE"", ""through"": """", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",9000-CARDFILE-CLOSE,statement:58: EXIT,statement:58 -> statement:59,statement:58 -> statement:59,resume statement:36,,"{""IF"": 2, ""PERFORM_PROCEDURE"": 2}",STRUCTURAL_FACTS; entry=statement:50; completions=statement:58,statement:58: normal completion cannot override explicit control | statement:58: intrinsic normal edge stays in paragraph,K1_ROOT_EXIT; SINGLE;EXIT;ONCE
app/cbl/CBACT02C.cbl,statement:41@112,"{""performKind"": ""PROCEDURE"", ""from"": ""9910-DISPLAY-IO-STATUS"", ""through"": """", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",9910-DISPLAY-IO-STATUS,statement:62: EXIT,statement:62 -> None,statement:62 -> None,resume statement:42,,"{""IF"": 1}",STRUCTURAL_FACTS; entry=statement:29; completions=statement:62,,K1_ROOT_EXIT; SINGLE;EXIT;ONCE
app/cbl/CBACT02C.cbl,statement:42@113,"{""performKind"": ""PROCEDURE"", ""from"": ""9999-ABEND-PROGRAM"", ""through"": """", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",9999-ABEND-PROGRAM,"statement:12: CALL 'CEE3ABD' USING ABCODE, TIMING",statement:12 -> statement:29,statement:12 -> statement:29,resume statement:43,,{},STRUCTURAL_FACTS; entry=statement:59; completions=statement:12,,K1_ROOT_EXIT; SINGLE;CALL;ONCE
app/cbl/CBACT02C.cbl,statement:47@131,"{""performKind"": ""PROCEDURE"", ""from"": ""9910-DISPLAY-IO-STATUS"", ""through"": """", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",9910-DISPLAY-IO-STATUS,statement:62: EXIT,statement:62 -> None,statement:62 -> None,resume statement:48,,"{""IF"": 1}",STRUCTURAL_FACTS; entry=statement:29; completions=statement:62,,K1_ROOT_EXIT; SINGLE;EXIT;ONCE
app/cbl/CBACT02C.cbl,statement:48@132,"{""performKind"": ""PROCEDURE"", ""from"": ""9999-ABEND-PROGRAM"", ""through"": """", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",9999-ABEND-PROGRAM,"statement:12: CALL 'CEE3ABD' USING ABCODE, TIMING",statement:12 -> statement:29,statement:12 -> statement:29,resume statement:49,,{},STRUCTURAL_FACTS; entry=statement:59; completions=statement:12,,K1_ROOT_EXIT; SINGLE;CALL;ONCE
app/cbl/CBACT02C.cbl,statement:56@149,"{""performKind"": ""PROCEDURE"", ""from"": ""9910-DISPLAY-IO-STATUS"", ""through"": """", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",9910-DISPLAY-IO-STATUS,statement:62: EXIT,statement:62 -> None,statement:62 -> None,resume statement:57,,"{""IF"": 1}",STRUCTURAL_FACTS; entry=statement:29; completions=statement:62,,K1_ROOT_EXIT; SINGLE;EXIT;ONCE
app/cbl/CBACT02C.cbl,statement:57@150,"{""performKind"": ""PROCEDURE"", ""from"": ""9999-ABEND-PROGRAM"", ""through"": """", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",9999-ABEND-PROGRAM,"statement:12: CALL 'CEE3ABD' USING ABCODE, TIMING",statement:12 -> statement:29,statement:12 -> statement:29,resume statement:58,,{},STRUCTURAL_FACTS; entry=statement:59; completions=statement:12,,K1_ROOT_EXIT; SINGLE;CALL;ONCE
app/cbl/CBACT03C.cbl,statement:31@72,"{""performKind"": ""PROCEDURE"", ""from"": ""0000-XREFFILE-OPEN"", ""through"": """", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",0000-XREFFILE-OPEN,statement:50: EXIT,statement:50 -> statement:51,statement:50 -> statement:51,resume statement:32,,"{""IF"": 2, ""PERFORM_PROCEDURE"": 2}",STRUCTURAL_FACTS; entry=statement:5; completions=statement:50,statement:50: normal completion cannot override explicit control | statement:50: intrinsic normal edge stays in paragraph,K1_ROOT_EXIT; SINGLE;EXIT;ONCE
app/cbl/CBACT03C.cbl,statement:33@76,"{""performKind"": ""PROCEDURE"", ""from"": ""1000-XREFFILE-GET-NEXT"", ""through"": """", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",1000-XREFFILE-GET-NEXT,statement:44: EXIT,statement:44 -> statement:5,statement:44 -> statement:5,resume None,,"{""IF"": 4, ""PERFORM_PROCEDURE"": 2}",STRUCTURAL_FACTS; entry=statement:38; completions=statement:44,statement:44: normal completion cannot override explicit control | statement:44: intrinsic normal edge stays in paragraph,K1_ROOT_EXIT; SINGLE;EXIT;ONCE
app/cbl/CBACT03C.cbl,statement:35@83,"{""performKind"": ""PROCEDURE"", ""from"": ""9000-XREFFILE-CLOSE"", ""through"": """", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",9000-XREFFILE-CLOSE,statement:59: EXIT,statement:59 -> statement:60,statement:59 -> statement:60,resume statement:36,,"{""IF"": 2, ""PERFORM_PROCEDURE"": 2}",STRUCTURAL_FACTS; entry=statement:51; completions=statement:59,statement:59: normal completion cannot override explicit control | statement:59: intrinsic normal edge stays in paragraph,K1_ROOT_EXIT; SINGLE;EXIT;ONCE
app/cbl/CBACT03C.cbl,statement:42@112,"{""performKind"": ""PROCEDURE"", ""from"": ""9910-DISPLAY-IO-STATUS"", ""through"": """", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",9910-DISPLAY-IO-STATUS,statement:63: EXIT,statement:63 -> None,statement:63 -> None,resume statement:43,,"{""IF"": 1}",STRUCTURAL_FACTS; entry=statement:29; completions=statement:63,,K1_ROOT_EXIT; SINGLE;EXIT;ONCE
app/cbl/CBACT03C.cbl,statement:43@113,"{""performKind"": ""PROCEDURE"", ""from"": ""9999-ABEND-PROGRAM"", ""through"": """", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",9999-ABEND-PROGRAM,"statement:12: CALL 'CEE3ABD' USING ABCODE, TIMING",statement:12 -> statement:29,statement:12 -> statement:29,resume statement:44,,{},STRUCTURAL_FACTS; entry=statement:60; completions=statement:12,,K1_ROOT_EXIT; SINGLE;CALL;ONCE
app/cbl/CBACT03C.cbl,statement:48@131,"{""performKind"": ""PROCEDURE"", ""from"": ""9910-DISPLAY-IO-STATUS"", ""through"": """", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",9910-DISPLAY-IO-STATUS,statement:63: EXIT,statement:63 -> None,statement:63 -> None,resume statement:49,,"{""IF"": 1}",STRUCTURAL_FACTS; entry=statement:29; completions=statement:63,,K1_ROOT_EXIT; SINGLE;EXIT;ONCE
app/cbl/CBACT03C.cbl,statement:49@132,"{""performKind"": ""PROCEDURE"", ""from"": ""9999-ABEND-PROGRAM"", ""through"": """", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",9999-ABEND-PROGRAM,"statement:12: CALL 'CEE3ABD' USING ABCODE, TIMING",statement:12 -> statement:29,statement:12 -> statement:29,resume statement:50,,{},STRUCTURAL_FACTS; entry=statement:60; completions=statement:12,,K1_ROOT_EXIT; SINGLE;CALL;ONCE
app/cbl/CBACT03C.cbl,statement:57@149,"{""performKind"": ""PROCEDURE"", ""from"": ""9910-DISPLAY-IO-STATUS"", ""through"": """", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",9910-DISPLAY-IO-STATUS,statement:63: EXIT,statement:63 -> None,statement:63 -> None,resume statement:58,,"{""IF"": 1}",STRUCTURAL_FACTS; entry=statement:29; completions=statement:63,,K1_ROOT_EXIT; SINGLE;EXIT;ONCE
app/cbl/CBACT03C.cbl,statement:58@150,"{""performKind"": ""PROCEDURE"", ""from"": ""9999-ABEND-PROGRAM"", ""through"": """", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",9999-ABEND-PROGRAM,"statement:12: CALL 'CEE3ABD' USING ABCODE, TIMING",statement:12 -> statement:29,statement:12 -> statement:29,resume statement:59,,{},STRUCTURAL_FACTS; entry=statement:60; completions=statement:12,,K1_ROOT_EXIT; SINGLE;CALL;ONCE
app/cbl/CBCUS01C.cbl,statement:31@72,"{""performKind"": ""PROCEDURE"", ""from"": ""0000-CUSTFILE-OPEN"", ""through"": """", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",0000-CUSTFILE-OPEN,statement:50: EXIT,statement:50 -> statement:51,statement:50 -> statement:51,resume statement:32,,"{""IF"": 2, ""PERFORM_PROCEDURE"": 2}",STRUCTURAL_FACTS; entry=statement:5; completions=statement:50,statement:50: normal completion cannot override explicit control | statement:50: intrinsic normal edge stays in paragraph,K1_ROOT_EXIT; SINGLE;EXIT;ONCE
app/cbl/CBCUS01C.cbl,statement:33@76,"{""performKind"": ""PROCEDURE"", ""from"": ""1000-CUSTFILE-GET-NEXT"", ""through"": """", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",1000-CUSTFILE-GET-NEXT,statement:44: EXIT,statement:44 -> statement:5,statement:44 -> statement:5,resume None,,"{""IF"": 4, ""PERFORM_PROCEDURE"": 2}",STRUCTURAL_FACTS; entry=statement:38; completions=statement:44,statement:44: normal completion cannot override explicit control | statement:44: intrinsic normal edge stays in paragraph,K1_ROOT_EXIT; SINGLE;EXIT;ONCE
app/cbl/CBCUS01C.cbl,statement:35@83,"{""performKind"": ""PROCEDURE"", ""from"": ""9000-CUSTFILE-CLOSE"", ""through"": """", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",9000-CUSTFILE-CLOSE,statement:59: EXIT,statement:59 -> statement:60,statement:59 -> statement:60,resume statement:36,,"{""IF"": 2, ""PERFORM_PROCEDURE"": 2}",STRUCTURAL_FACTS; entry=statement:51; completions=statement:59,statement:59: normal completion cannot override explicit control | statement:59: intrinsic normal edge stays in paragraph,K1_ROOT_EXIT; SINGLE;EXIT;ONCE
